names,indexes
LUKOIL,434856
LUKOIL,435075
LUKOIL,434872
LUKOIL,435091
LUKOIL,434840
LUKOIL,435059
LUKOIL,434976
LUKOIL,435195
RU000A0JQ9A1,22503
RU000A0JQ995,22502
RU000A0JQ9B9,22504
RU000A0JQ9C7,22505
RU000A0JQ9D5,22506
RU000A0JQN38,22786
RU000A0JQN46,22787
RU000A0DGFW8,15970
RU000A0JNZ11,18256
RU000A0JNYY8,18255
RU000A0JQ6J8,22186
RU000A0JQ6K6,22187
RU000A0JQ6L4,22188
RU000A0JNJ29,17525
RU000A0JPTR7,20539
MVID,19737
MVID,19737
RU000A0JVN80,435309
RU000A0JTZ64,180000
RU000A0JWEJ2,454768
RU0008799226,12948
RU14MBSP7002,15345
RU000A100VX2,911144
RU000A101RJ7,1894576
RU22MGOK1009,770
RU22MGOK1025,771
RU22MGTS1006,42
RU22MGTS1022,38
RU0007779179,804
RU000A0BBD50,15772
RU000A0E5NC2,16240
RU14MGTS3002,124
RU0006325545,13950
RU14MGTS4018,583
MGTSP,12983
MGTS,12984
RU000A0JQAN4,22644
RU000A0JQAP9,22645
RU23011MOSZ4,123
RU24013MOSZ9,117
RU24014MOSZ7,118
RU24015MOSZ4,119
RU24016MOSZ2,120
RU24017MOSZ0,121
RU25018MOSZ1,750
RU25019MOSZ9,769
RU25020MOSZ7,781
RU0008268123,838
RU0008268131,839
RU0008268149,840
RU0008632526,1137
RU0008632534,12947
RU0003935627,13835
RU0003936146,13836
RU0003936393,13837
RU0008487939,14011
RU0009858104,15278
RU0009003495,15275
RU0009003503,15276
RU0009003537,15277
RU0008182134,15482
RU000A0AAJQ1,15485
RU0008190152,15483
RU0008181748,15481
RU0008197082,15484
RU000A0DASA0,15807
RU000A0DAUM1,15809
RU000A0DAUL3,15808
RU000A0DAXA0,15810
RU000A0DAYD2,15811
RU000A0E6TK0,16248
RU000A0E6US1,16249
RU000A0E6X04,16250
RU000A0GHZA3,16736
RU000A0JNYN1,17874
RU000A0JNYP6,17883
RU000A0JNYM3,17910
RU000A0JPXT5,20661
RU000A0JPXU3,20677
RU000A0JPXV1,20726
RU000A0JPXW9,20760
RU000A0JPZ35,20777
RU000A0JPZ50,20795
RU000A0JPZ68,20845
RU000A0JQ185,20956
RU000A0JQ1F7,21009
RU000A0JQ5J0,21717
RU000A0JQ5K8,21835
RU000A0JQ5L6,21898
RU000A0JQ5H4,21942
RU000A0JQHJ7,22691
RU000A0JQHN9,22699
RU000A0JQHM1,22707
RU000A0JTXW1,175861
RU000A0JU5V9,181587
RU000A0JU5W7,182202
RU000A0JU5X5,182509
RU000A0JU5Y3,383483
RU25008MOSZ8,41
RU0009858112,15279
RU0008170238,15480
RU000A0JQLG5,22724
RU000A0JR6H1,80592
RU000A0JS0W2,82007
RU000A0JNSH5,17913
RU000A0JPC81,19072
RU000A0JPQA9,20270
MDMBP,20057
RU000A0JQBX1,22585
RU21MDMB2003,43
RU000A0JNPS8,17928
RU000A0JUNS8,388502
RU000A0JUMA8,388501
RU000A0JVFA0,419525
RU000A0JVF98,419524
RU000A0JVLA8,434541
MERF,20947
MESS01,581882
RU000A0JVWN8,450234
RU000A0JWBF6,454321
RU000A100YF3,912102
RU000A101EF3,928820
RU000A0JW5H6,453821
RU000A0JWBE9,454320
RU000A100B73,883757
RU000A101R90,1823063
RU000A0JS5B5,82551
RU000A0JTLJ3,152836
RU000A0JTLL9,152837
RU000A0JS5A7,82550
RU000A0JS5L4,82552
METINR,434895
METINR,435114
METINR,434970
METINR,435189
RU000A0JS6K4,82621
RU000A0JNUS8,18218
RU000A0JU9D9,181798
RU000A0JUNB4,388402
RU0001737595,12996
RU000A0E8C15,16466
RU000A0GN9M2,17041
RU000A0JPFF1,19657
RU000A0JPW46,20659
RU000A0JP3Q1,18497
RU000A0JV946,409273
RU000A0JP3G2,18581
MIKR,22710
RU000A0GGD01,16641
RU000A0JPBF0,18964
RU000A0JVFE2,419561
RU000A0GQ1B9,17545
CRBKMO,434948
CRBKMO,434982
CRBKMO,435167
CRBKMO,435201
RU000A0D2JW6,16124
RU000A0GSVE1,17279
RU000A0JPAV9,18808
RU000A0JPP29,20164
RU000A0JQ5A9,22032
RU000A0JQ9J2,22583
RU000A0JQY50,66892
RU000A0JQU70,35313
RU000A0JTF50,152693
RU000A0JTPD7,153041
RU000A100WC4,911008
RU000A1014H6,924544
RU000A0JR8T2,75467
RU000A0JT1F4,83260
RU000A0JS7G0,82568
RU000A0JRER5,80723
RU000A0JRKG5,81045
RU000A0JU880,181709
RU000A0JU8W1,181744
RU000A0JU898,414256
RU000A0JUQQ5,388616
RU000A0JUQR3,388617
RU000A100FF2,893073
RU000A100KS5,899029
RU000A100KT3,899030
RU000A100SF5,906658
RU000A100WT8,911218
RU000A101160,917118
RU000A1016Y6,925716
RU000A1016X8,925715
RU000A1016W0,925714
RU000A101DL3,928819
RU000A101DK5,928818
RU000A101WY6,1948475
RU000A102044,2008075
RU000A102051,2008076
RU000A1024V6,2066720
RU000A1029V5,2132127
CBOM,420694
RU000A0JNJR3,17640
RU0008288774,985
RU000A0BBNE5,15764
RU14MSSK2009,584
RU000A0JNHA3,17473
RU000A0JPN88,20132
RU000A0JPBP9,18927
RU000A0AV978,15704
MICEXEQRRON,21176
MICEXEQRR2W,21175
MICEXEQRR1W,21174
MICEXBORRON,21173
MICEXBORR2W,21172
MICEXBORR1W,21171
MICEXCBICP3Y,20215
MICEXCBITR3Y,20221
MICEXMNF,18887
MAGN,16782
MAGN,16782
MMK,80897
RU000A0JTDP7,152650
RU000A0JTY65,181101
RU000A0JQJV8,22706
RU000A0JQN12,22783
RU000A0JR1L4,74441
RU000A0JR9M5,80308
RU000A0JQU05,35222
RU000A0JRM87,81111
RU000A0JRMZ1,81134
RU000A0JS3T2,82221
RU000A0E7CE7,16451
MAGN-002D,18576
RU22MGMK0136,649
RU22MGMK1134,639
RU22MGMK1233,646
RU22MGMK1332,659
RU22MGMK1431,736
RU0007481123,765
RU0008631676,12944
RU0008424858,14025
RU22MGMK9004,650
RU000A1001T8,571766
MNFD,80390
RU000A0GK2X7,17000
RU000A0JNKP5,17869
RU000A0JPAJ4,18867
RU000A0JNP70,17863
RU000A0JP4F2,18540
RU000A0JPCV5,19165
RU000A0JP6C4,18613
RU000A0ZZZQ1,517642
RU000A1015Z5,925225
RU000A1016A6,925340
RU000A102B71,2140458
RU000A1028R5,2114176
RU000A0JWN63,457114
RU000A0JWN89,457647
RU000A1005H4,592962
RU000A100AN7,883676
RU000A101228,917227
RU000A101XS6,1972586
RU000A0JPXE7,20838
RU000A0JT0U5,83247
RU000A0JT9D2,152366
RU000A0JTMD4,152833
RU000A0JWNK1,457242
RU000A0JVDE7,414611
RU000A0JWEZ8,454789
RU000A0JXJS0,474025
RU000A0JNL41,17917
MSRS-001D,20680
RU14MPZD2002,12965
RU000A0JPLS2,19907
RU000A0JTG26,152679
MRKZ,20309
RU000A0JVGC4,419619
MRKZ-001D,20310
MRKZ-002D,20311
MRKZ-003D,20312
MRKZ-004D,20313
MRKZ-005D,20314
MRKZ-006D,20315
MRKZ-007D,20316
MRKZ-008D,20317
MRKZ-009D,20318
MRKZ-010D,20319
MRKZ-011D,20320
MRKK-001D,20413
MRKK-002D,20414
MRKK-003D,20415
MRKK-004D,20416
MRKK-005D,152351
MRKU,20402
RU000A0JPR19,20297
RU000A0JPR27,20211
MRKU-002D,20403
MRKU-003D,20404
MRKU-004D,20405
MRKU-005D,20406
MRKU-006D,20407
MRKU-007D,20408
MRKC-001D,20236
MRKC-002D,20237
MRKC-003D,20238
MRKC-004D,20239
MRKC-005D,20240
MRKC-006D,20241
MRKC-007D,20242
MRKC-008D,20243
MRKC-009D,20244
MRKC-010D,20245
MRKC-011D,20246
MRKC-012D,20247
MRKC-013D,20248
MRKC-014D,20249
MRKC-015D,20250
MRKC-016D,20251
MRKC-017D,20252
MRKC-018D,20253
MRKC-019D,20254
MRKC-020D,20255
MRKC-021D,20256
MRKP,20107
MRKC,20235
RU000A0JQAR5,22580
MRKV-001D,20287
MRKV-002D,20288
MRKV-003D,20289
MRKV-004D,20290
MRKV-005D,20291
MRKV-006D,20292
MRKV-007D,20293
MRKS-001D,20347
MRKS-002D,20348
MRKS-003D,20349
MRKS-004D,20350
MRKS-005D,20351
MRKS-006D,20352
MRKS-007D,20353
MRKS-008D,20354
MRKS-009D,20355
MRKS-010D,20356
MRKS-011D,20357
MRKS-012D,20358
MRKS-013D,20359
MRKS-014D,81895
RU000A0JTKL1,152787
RU000A0JVYM6,450542
RU000A100ZF0,916201
RU000A100ZD5,916200
RU000A0JWR51,459044
RU000A101RF5,1823118
RU000A101459,924539
MRKP-001D,20108
MRKP-002D,20109
MRKP-003D,20110
MRKP-004D,20111
MRKP-005D,20112
MRKP-006D,20113
MRKP-007D,20114
MRKP-008D,20115
MRKP-009D,20116
MRKP-010D,20117
MRKP-011D,20118
MRKP-012D,20119
MRKP-013D,20120
MRKP-014D,20121
RU000A1012N8,919449
RU000A101RH1,1823119
RU000A0JT601,152341
RU000A0JVGD2,419620
RU000A0JVYH6,450538
RU000A0JVYL8,450541
RU000A0JWR44,459043
RU000A0ZZ1Y7,494107
RU000A0JVJF1,420693
MRKA-001D,20469
MRKA-002D,20467
MRKA-003D,20470
MRKA-004D,20471
MRKA-005D,20472
MRKA-006D,20473
RU000A0ZZUR0,2125054
RU000A0ZZUR0,501246
RU000A1028N4,2125058
RU000A100DC4,2124978
RU000A100DC4,888736
RU000A0JS5R1,82471
RU000A0JS603,83172
RU000A0JU1H7,181325
RU000A0JU1J3,181326
RU000A0GKYK9,16905
MBT,915
MOBTEL,434862
MOBTEL,435081
MOBTEL,434986
MOBTEL,435205
RU000A0JXEV5,473180
RU000A0JXMH7,475690
RU000A0ZYFC6,489370
RU000A0ZYJ83,490434
RU000A0JQ0D4,20977
RU000A0JQ0E2,20938
RU000A0JPTJ4,20440
RU000A0JQ5E1,21676
RU000A0JQ8Q9,22541
RU000A0JR4H6,74636
RU000A0JR4J2,74637
RU000A0ZYWX7,492883
RU000A0ZYWY5,492884
RU000A100238,573192
RU000A100A58,883591
RU000A100A66,883592
RU000A100HU7,898539
RU000A100L55,899229
RU000A100ZK0,916443
RU000A101939,926101
RU000A101FH6,929745
RU000A101NG2,1821853
RU000A101NH0,1821854
RU000A101RD0,1823117
RU000A0JTTA5,153153
RU000A0JWRV9,459352
MTSI-002D,80850
RU14MTSG1006,15314
RU14MTSG2004,15315
MBRDRU,434827
MBRDRU,435046
RU000A0JPPY1,20178
RU000A0JPQT9,20361
RU000A0JQ4D6,21165
RU000A0JQ6C3,22469
MTSS,15523
MTSS,15523
RU000A0JY031,487229
US78307AAE38,19740
US78307AAG85,19741
US78307ACY73,19742
XS0114295560,19747
US78307ACZ49,19743
MFBA,80621
RU000A0ZYB40,487715
RU000A0JTYS7,176038
MAGE,74562
MAGEP,74563
RU000A0JNMK2,17487
RU000A0JP9G9,18621
RU000A0JPZ43,20767
RU000A0GLG92,16954
RU000A0JP5Z7,18539
MGNT,67030
RU000A0JTP09,152930
RU000A0JVE99,419448
RU000A0JVE81,419447
MGNT,17086
MGNT,17086
MGNT-005D,22805
MGNT-006D,82021
MGNT-004D,20336
RU000A0JVXM8,450364
RU000A0JW662,453856
RU000A0JWCF4,454493
RU000A0JWML1,456554
RU000A101HJ8,931897
RU000A101MC3,1760235
RU000A101PJ1,1822135
RU000A1002U4,578582
RU000A1004G9,581330
RU000A100H02,898152
RU000A100ZS3,916651
RU000A1018X4,926100
RU000A0JR118,74392
RU000A0JR126,74393
RU000A0JR142,74394
RU000A0JR159,74395
RU000A0JR9N3,80311
RU000A0JRFQ4,80784
RU000A0JT171,83253
RU000A0JTT21,153151
RU000A0JTT39,153152
RU000A0JVMV2,435263
RU000A0JVUZ6,449096
RU000A0GJ0L9,16768
RU000A0JP4W7,18633
RU000A0JPCE1,19010
HO,18951
RU000A0AX2H1,15726
RU000A0GJ038,16862
RU000A0JP4V9,18645
RU000A0JPAW7,18683
RU000A0GPV08,17102
RU000A0ZYJX4,2125055
RU000A0ZYJX4,490650
RU000A0JT361,83301
RU000A0JUMW2,388358
RU000A0GKM79,16864
RU000A0JNZF4,18207
MIGR,16381
MIGRP,16382
RU000A0GS104,17148
RU000A0E5FH7,16188
RU000A0GKNR7,16856
RU000A0JNHB1,17446
RU0008731203,14074
RU000A0E5FS4,16176
RU000A0JNYB6,18185
RU000A0GK2H0,16869
RU000A0JP9W6,18815
MASZ,81907
RU000A0JNWR6,18155
RU000A0JV3Z4,407580
RU000A0ZYL48,491106
MFON,152516
MFON,152516
RU000A0BA0Q2,15767
RU000A0D15M3,16200
RU0008776349,14057
RU000A0JPEQ1,19084
RU000A0JWKA8,455761
RU000A0ZYC98,488673
MFON,451619
RU000A0ZYTM6,492305
RU000A1002P4,577730
RU000A1006G4,874665
RU000A1006H2,874666
RU000A1009A1,883136
RU000A0JWGG3,454933
RU000A0JUMD2,388334
RU000A0JVVB5,449139
RU000A0JT4G6,152339
RU000A0JTR98,153035
RU000A0JTRA9,153036
MFGS,30
MFGSP,51
RU000A0JQZR2,66927
RU000A0GEB62,16595
RU000A0JRPK6,81605
MGVM,81829
ODVA,20737
CA,18931
RU000A0JXT58,483513
RU000A101LM4,1763597
RU000A101LN2,1763598
RU000A101MZ4,1822072
RU000A1023H7,2055159
RU000A0JUG56,388312
RU000A0JUG72,414601
RU000A0JUG80,407052
RU000A0JUG98,450530
RU0009575864,12980
RU000A0JPK81,20067
RU000A0JSLP2,152525
RU000A0JSLQ0,152526
RU000A0JSLR8,152527
RU000A0JTW00,175766
IRSG,22652
RU000A0JU3U6,181429
RU000A0GN9C3,17100
RU000A0JTD37,152543
RU000A0JNT19,17878
RU000A0JS9F8,82852
RU000A0JVF56,419519
RU000A0ZZL05,497530
RU000A1026W9,2101211
RU000A0JR5C4,75190
RU000A0JRNG9,81152
RU000A0JT3S3,152322
RU000A0JU575,181478
RU000A0JVE40,419435
RU000A0GTN04,17325
RU000A0GPB36,17079
MTKB,16079
RU000A0JNPD0,17725
RU000A0JP831,18724
RU000A0GUBF6,17381
RU000A0JQ8V9,22556
RU000A0JQFQ6,22664
RU000A0JR0K8,74391
RU000A0JR0J0,74390
RU000A0JR8L9,80309
RU000A0JR8P0,80310
RU000A0JRJS2,81041
RU000A0JRJT0,81042
RU000A0JRJY0,81043
RU000A0JQJG9,22692
RU000A0JQT65,35181
RU000A0JQV20,35275
RU000A0JS3R6,82216
RU000A0JS6E7,82461
RU000A0JS6F4,82462
RU000A0JS6J6,82465
MTL,16095
RU0008785183,14065
MTLR,21018
MTLRP,80745
RU000A0JS6G2,82463
RU000A0JS6H0,82464
RU000A0DGMK9,15971
RU000A0JNLB3,17676
RU000A0BDJD1,15795
RU000A100GK0,2125056
RU000A100GK0,897958
RU000A0D1H27,16123
RU0009071393,15360
RU000A0JPMB6,20077
RU000A0JTKN7,152799
RU0009042790,15259
RU0007485140,827
RU000A0JNZ45,18186
RU000A0JPQH4,20423
RU000A0JSX91,152326
RU000A0JVB01,414278
RU000A0JS587,82628
RU000A0GEB96,16511
RU000A0JNN80,17795
RU000A0JRNR6,81153
RU000A0JTVK0,175641
RU000A0JWF22,454818
RU000A0JWRH8,459235
RU000A0JPCW3,19166
RU000A0JP2P5,18443
RU14MGOK1009,969
RU14MGOK3005,970
MGOK,15543
RU000A0JPY69,20641
RU000A0JP0J2,18326
RU000A0JPK65,19949
RU000A0JQ9M6,22554
RU000A0JQUT9,35329
RU000A0GSMY8,17229
MRSB,16359
MRGC,16586
RU000A0JU8Q3,181716
RU000A0JVV49,449113
RU000A0JWSQ7,459662
MRGR,16614
MREN,16898
MORI,81944
RU0007527206,14033
RU000A0JTQJ2,153042
RU000A0JPN70,20131
RU0002260456,12972
RU0003877498,13853
RU0009859599,15223
RU000A0BBB37,15721
RU000A0D0957,16056
RU000A0GRKE6,17088
RU000A0JP6R2,18490
RU000A0JPTP1,20398
RU000A0JQ1Q4,20981
MOEX,152798
MOEX,152798
RU000A0ZZE87,497039
RU000A101988,926120
RU000A101WL3,1948123
RU000A102CR0,2164380
RU000A0JX0B9,466807
RU000A0ZYML3,491262
RU000A100XP4,911344
MOBB,82890
MSSV,16804
RU000A0JPK08,19821
MSSB,16933
MGSV,16795
RU0008958863,22
MOSCOW,434830
MOSCOW,435049
RU000A0GKNE5,16836
RU000A0JP2R1,18430
RU000A0JPAN6,18805
RU0008569674,1025
RU000A0GLG19,16976
RU000A0JPB58,18891
RU000A0JP7X8,18777
RU22MOST1014,772
MSTT-001D,75009
RU14MOST0107,797
MSTT,74549
MSTT,74549
RU14MOSH2008,14007
MROG,920
RU000A0JNMN6,17794
RU000A0GN9B5,17112
RU000A0JQLM3,22799
RU000A0JQAD5,22521
MOTZ,21116
RU000A0GMPP2,17016
RU000A100V38,910347
RU000A101HA7,931845
RU000A0GP4Z3,17141
RU000A0JPBQ7,18965
RU000A0JWF06,454790
RU000A0JQ532,22527
MSST,152676
MUGS,81945
MUGSP,81946
RU22MSNK1006,756
RU000A0ZZAE0,496309
RU000A0ZZGZ2,2125039
RU000A0ZZGZ2,497235
RU000A1006B5,2125033
RU000A1006B5,874153
RU000A0ZYF61,489368
RU0008575402,1044
RU000A0F6PB6,16499
RU000A0DHKW6,16008
RU000A0JVMU4,435262
RU000A0JWE64,454653
RU000A1004Z9,581889
RU000A0JQ6E9,22461
RU000A0JQ6F6,22462
RU000A0AB2U0,15500
RU000A0JNHN6,17524
RU000A0GLBH1,16906
RU000A0JNZP3,18198
RU000A0JRUV3,81623
RU000A0JRUU5,81622
RU000A1021F5,2021931
RU000A0ZZZ17,502483
NKNC,20100
NKNCP,20101
RU0007773586,801
RU0008578778,1039
RU0009043020,15355
RU000A0DTET0,16146
NKHP,450432
RU000A0E7NN5,16464
NLMK,22459
NLMKRU,434960
NLMKRU,435179
NLMKRU,434929
NLMKRU,435148
RU000A0JSZU2,83273
RU000A0JTED1,152696
RU000A0JVWC1,450144
RU000A0JQHA6,22729
RU000A0JU1Y2,181113
RU000A0JU294,181306
RU000A0JU7E1,181650
RU000A0JVLL5,434560
RU000A0JS1C2,82019
RU000A0JS1D0,82020
RU000A0JSY74,83188
RU000A0JQH93,22670
RU000A0JQHB4,22892
RU000A0JRW10,81734
NLMK,17046
NLMK,17046
RU000A0GK9M5,17078
RU000A0JS7L0,82594
NMTP,19629
NMTP,19629
RU0003877472,13866
RU000A0JQYU9,74389
RU000A0JRJV6,81225
RU000A0JRK22,81226
RU0002619727,12979
RU000A0ZYJ00,490431
NNGE,16843
NNOV,19649
NNGEP,16844
NNOVP,19650
RU000A0DHBQ7,16015
RU000A0JNPA6,17746
RU000A0JQAQ7,22607
RU21NOMS5004,453
RU0008456942,979
RU000A0GTHD0,17295
RU000A0JPMQ4,20078
RU000A0JPTS5,20536
RU000A0JR9A0,75474
NMOS,80893
RU000A0JPWA7,20786
RU000A0JU7P7,181679
RU000A0JTTG2,175603
RU000A0JVGL5,419678
RU000A0JS3S4,82354
RU000A0JS4S2,82344
RU000A0JS4T0,82345
RU000A0ZYTZ8,492343
RU000A1004A2,578855
RU000A0JQ5C5,2124966
RU000A0JQ5C5,22185
RU000A0JRGA6,80862
RU000A0JPRS9,20546
RU000A0D3B88,16208
RU000A0JPJV0,19905
RU21NTMK0107,706
RU000A0JPQW3,20475
RU000A0JPQU7,20524
RU000A0JPF54,19159
RU000A0JREV7,80724
RU000A0JU7Q5,181673
RU000A0GRQ52,17214
RU000A0JP5P8,18481
RU000A0JPQX1,20186
RU000A102036,2005958
RU000A0JP658,18679
RU000A0BBAG7,15768
RU000A0JNZH0,18259
RU000A0JUNN9,388610
RU000A0JNZQ1,18208
RU000A0GTYJ2,17334
RU000A0JQA90,22599
RU000A0JTX74,175857
RU000A0JPV62,21010
NSVZ,81929
RU000A100303,2125003
RU000A100303,578599
RU000A100YD8,2124996
RU000A100YD8,912100
RU000A0JR6L3,74729
RU000A0JR6M1,74732
RU000A0JRKU6,81049
RU000A0JRKV4,81050
RU000A0JTS30,153055
RU000A0JUKS4,388284
RU000A0JUKT2,388285
RU000A0JVS93,436767
RU000A0JPF13,19883
RU000A0JPRV3,21161
RU000A0JU1W6,181505
RU000A0JR9F9,80360
RU000A0JVH05,420567
RU000A0JU0U2,181079
RU000A0JS6Z2,82647
RU000A0JWLQ2,457241
NFAZ,81287
RU000A0D3AY9,16207
RU0008194196,15511
RU000A0E7CJ6,16368
RU000A0GKZJ8,16887
RU000A0JPWJ8,20723
NZGZ,585
RU14NZGZ2014,586
NNGR,16636
NNGRP,16637
RU000A0JVPR3,436276
RU000A0JWLD0,456174
RU000A0ZYDQ1,488916
RU000A0ZZUT6,501582
RU000A101665,925339
RU000A102DS6,2179444
RU000A0DE8M8,15867
RU000A0D1XL2,16065
RU000A0JNSF9,17630
RU000A0JPHC4,19682
RU000A0JQLD2,22767
RU000A0JR2H0,74459
RU000A0JRWA3,81739
RU000A0JSVD7,83129
RU000A0JU3B6,181343
NKSH,81947
NI,18932
RU000A0JPVF8,20639
RU000A0JQXS5,66770
RU0008449111,14043
RU000A0D2EN6,16132
NVTK,66937
NVTKRM,434883
NVTKRM,435102
NVTKRM,434882
NVTKRM,435101
NVTKRM,434946
NVTKRM,435165
NVTK,17370
NVTK,17370
RU000A0JQXB1,44691
RU000A0JT502,152332
RU000A0JT536,152333
RU000A0JT544,152334
NGGR,16542
NGGRP,16543
NGNR,16879
NGNRP,16880
RU000A0JR4Y1,74615
RU000A0JRL88,81091
RU000A0JVJ94,420674
RU000A0JTU44,175604
RU000A0JT486,152328
RU000A0JVJ45,420673
SXPNP,66694
SXPN,45112
RU000A0JQKG7,35211
RU000A0JQ1J9,21087
RU000A0ZZPB4,499198
RU000A1011Q3,917225
RU000A102895,2114175
RU000A100WF7,911216
RU0009046759,454
RU000A1014S3,924602
RU000A0ABD69,15454
RU000A0DHDE9,15912
RU000A0E7AX1,16203
RU000A0JP0A1,17940
RU000A0JSY25,83182
RU000A0JU1T2,181104
RU000A0JVUD3,448990
RU000A0JWHW8,455227
RU000A0ZYH93,490129
RU000A0JU963,181747
RU000A0JUR46,398276
RU000A0JWUV3,461054
RU000A0ZYBD3,488414
RU000A0GLBB4,16742
RU000A0JPK99,19810
RU0009856819,15212
RU000A0DG7K2,15902
RU0009100085,545
NVNG,20893
NVNGP,81948
NONG,74767
RU000A0DTK59,15933
RU000A0JNJB7,17394
RU000A0JPK57,19802
RU14NKEL3009,505
RU14NKEL4007,490
NKEL,16
RU000A0JTPV9,152913
RU000A0JTPX5,152914
RU000A0JQYY1,66850
RU000A0JTPY3,152915
RU000A0JW5C7,453750
RU14NKEL2001,489
NKELP,17
RU000A100VQ6,910786
RU000A0GHW07,16849
RU0008141700,15462
RU000A0JUZN3,407618
RU000A0JQHV2,35191
RU000A0E5690,16243
NTRI,18500
RU000A0B8RQ0,15850
OKEY,80898
RU000A1009Z8,883573
RU000A1014B9,924543
RU000A102BK7,2146889
RU000A0JTFU2,152749
RU000A0JXQH8,477282
RU000A0JU7J0,181659
RU000A0JVD17,414545
RU000A0JWCK4,454494
RU000A0JXQM8,477285
RU000A0JXRL8,478806
RU000A0JXSR3,481222
RU000A0JXY10,485233
RU000A0JXY28,485234
RU000A0JU2F9,181321
RU000A0JRA65,80733
RU21RUPR1009,636
URKA,419775
lako,15737
RU000A0ZZWJ3,2125049
RU000A0ZZWJ3,502120
RU000A0ZZYP6,2124983
RU000A0ZZYP6,502446
RU000A100CG7,2124994
RU000A100CG7,888155
RU000A0JR8Q8,81115
RU000A0JTV92,175740
RU000A0JUQ88,388530
RU000A0JUU25,2124951
RU000A0JUU25,398103
RU000A0JUBD5,182459
RU000A0JUBD5,2125037
UWGN,414560
UWGN-001D,414561
RU000A0JY0G7,487378
OGKA,19738
OGKA-001D,17825
OGKA-002D,17826
OGK1-002D,74762
OGKA-003D,17827
OGKA-004D,17828
OGKA-005D,17829
RU000A0JPBB9,18892
RU000A0JRUZ4,82093
RU000A0ZZ1H2,494033
RU000A101WR0,1948399
OGKB-001D,17272
OGKB,18684
OGK2-001D,19578
OGK2-002D,20869
OGKB-002D,17975
OGK2-003D,20870
OGKB-003D,17976
OGKB-004D,17977
OGKB-005D,17978
OGKB-006D,17979
OGKC-001D,16923
OGKC,17204
RU000A0JNZ37,18344
OGKD,17255
OGKD-001D,17320
OGK4-001D,19678
OGKD-002D,17360
OGKD-003D,17361
OGKD-004D,17321
OGKD-005D,17322
OGKD-006D,17323
OGKD-007D,17324
RU000A0JQ8S5,22471
RU000A0JQ8T3,22472
RU000A0JQWY5,41238
RU000A0JRKW2,81058
RU000A0JNPP4,17834
OGKE-003D,17750
RU000A0JP6X0,18713
OGKF-001D,17335
OGKF,17749
OGK6,19739
OGK6-001D,19870
RU000A0JVYN4,450543
RU000A0JVYP9,450544
RU0005075349,13895
RU000A0BBBD2,15747
RU000A0GN1A4,17069
RU000A0JPBG8,18838
RU21OGOZ0201,753
SU30031RMFS7,607
RU000A0JWK74,455758
RU000A0JWDA3,454531
RU000A0JWDB1,454532
RU000A0JWDC9,454533
RU000A0JNYQ4,18253
RU000A0JP328,18536
RU000A0JS3Q8,82481
UCSS,175781
UCSS-001D,153052
UCSS-002D,388471
UCSS-003D,436278
RU000A0B7GW3,15800
RU000A0B7G59,15799
RU000A0JRSM6,81993
RU0007773073,13951
RU000A0JPSQ1,20419
RU22UMAS1009,651
RU22UMAS2007,748
RU0007481131,767
RU0009090559,538
RU0009090542,537
RU000A0JNK75,17594
OMZZ,15843
OMZZP,15844
RU000A0E51T1,16219
OSMP,21006
kumf01,18766
RU000A101UY0,2008079
RU000A100ZY1,929573
OBUV,488674
RU0008064118,780
RU000A0JPWL4,20522
RU000A0JP3Z2,18480
RU0009703672,15249
RU000A0D2ZE0,16195
RU000A0JRCU3,80620
RU000A0JRN37,81154
RU000A0JRV86,82349
RU000A0JRV94,81657
SU24018RMFS2,408714
SU24019RMFS0,467460
SU24020RMFS8,906297
SU24021RMFS6,928243
SU25065RMFS2,82171
SU25067RMFS8,82172
SU25068RMFS6,82173
SU25069RMFS4,82174
SU25071RMFS0,82175
SU25072RMFS8,82176
SU25073RMFS6,82177
SU25075RMFS1,82178
SU25076RMFS9,82179
SU25077RMFS7,82180
SU25078RMFS5,82181
SU25079RMFS3,82182
SU25080RMFS1,82556
SU25081RMFS9,152809
SU25082RMFS7,175929
SU25083RMFS5,488818
SU25084RMFS3,929672
SU26198RMFS0,82183
SU26199RMFS8,82184
SU26200RMFS4,82185
SU26201RMFS2,82186
SU26202RMFS0,82187
SU26203RMFS8,82188
SU26204RMFS6,82189
SU26205RMFS3,82190
SU26206RMFS1,82191
SU26207RMFS9,82227
SU26208RMFS7,82348
SU26209RMFS5,82911
SU26210RMFS3,152680
SU26211RMFS1,152760
SU26212RMFS9,152768
SU26214RMFS5,181694
SU26215RMFS2,181498
SU26216RMFS0,181877
SU26217RMFS8,453557
SU26218RMFS6,453727
SU26219RMFS4,456593
SU26220RMFS2,472814
SU26221RMFS0,474454
SU26222RMFS8,477176
SU26223RMFS6,492678
SU26224RMFS4,492891
SU26225RMFS1,492679
SU26226RMFS9,578600
SU26227RMFS7,875205
SU26228RMFS5,883677
SU26229RMFS3,890241
SU26230RMFS1,894678
SU26231RMFS9,901229
SU26232RMFS7,925151
SU26233RMFS5,1820646
SU26234RMFS3,1879426
SU26235RMFS0,2134427
SU26236RMFS8,2180864
SU29006RMFS2,408528
SU29007RMFS0,408529
SU29008RMFS8,408530
SU29009RMFS6,408531
SU29010RMFS4,408532
SU29011RMFS2,408715
SU29012RMFS0,466839
SU29013RMFS8,1696915
SU29014RMFS6,1947944
SU29015RMFS3,2073194
